dataset,file,row_id,prediction,parsed_prediction,ground_truth,parsed_ground_truth,correct,finish_reason,error,audit_reason
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,00297941,trees,trees,bushes,bushes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,14738492,woman,woman,people,people,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,19248065,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,18167292,hamburger,hamburger,lettuce,lettuce,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,07241856,pepper,pepper,onions,onions,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,13708543,right,right,behind,behind,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,00562730,batter,batter,catcher,catcher,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,17528426,sitting,sitting,standing,standing,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,041000077,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,11119087,tomato,tomato,sauce,sauce,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,09993325,long sleeve,long sleeve,cap,cap,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,161013365,cobblestone,cobblestone,bricks,bricks,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,02717874,people,people,man,man,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,06434284,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,06434281,desk,desk,chair,chair,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,06434280,desk,desk,chair,chair,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,151001050,park,park,walkway,walkway,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,151001058,blue,blue,black,black,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,1131746,motorcycle,motorcycle,scooter,scooter,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,1654868,pitcher,pitcher,player,player,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,11215445,fries,fries,sandwich,sandwich,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,03510418,top left,top left,left,left,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,03834173,kitten,kitten,cat,cat,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,13695880,trees,trees,branches,branches,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,14202809,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,1463548,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,06190513,boy,boy,child,child,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,11199180,cow,cow,cows,cows,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,16644206,elephant,elephant,elephants,elephants,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,01476411,barbed wire,barbed wire,wire,wire,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,18783554,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,00942617,stands,stands,stadium,stadium,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,13968256,logo,logo,letter,letter,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,10972110,white,white,cream colored,cream colored,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,09128538,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,00461466,right,right,left,left,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,00461461,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,05499061,shelf,shelf,nightstand,nightstand,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,13995142,overalls,overalls,jeans,jeans,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,17397396,bed,bed,beds,beds,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,16700319,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,041025215,golfer,golfer,woman,woman,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,19222090,microwave,microwave,refrigerator,refrigerator,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,14541114,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,04243640,gray,gray,white,white,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,07411217,left,left,right,right,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,05454631,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,16535014,helmet,helmet,outfit,outfit,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,02964692,water,water,mountains,mountains,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,02964690,water,water,fire hydrant,fire hydrant,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,05134715,left,left,right,right,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,17212637,cvs/pharmacy,cvs pharmacy,store,store,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,04706810,none,none,car,car,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,1525059,pepper,pepper,artichoke,artichoke,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,1525055,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,15494856,men,men,man,man,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,00374754,ski slope,ski slope,snow,snow,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,07810309,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,00374753,ski slope,ski slope,snow,snow,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,13795770,motorcycle,motorcycle,bike,bike,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,10755150,gloves,gloves,pants,pants,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,12830799,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,03710312,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,09662500,train station,train station,tunnel,tunnel,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,09662501,subway,subway,tunnel,tunnel,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,02689605,zucchini,zucchini,cucumber,cucumber,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,10682118,tomato,tomato,pepper,pepper,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,1014593,beach,beach,sand,sand,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,1014592,water,water,sand,sand,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,16822728,pigeons,pigeons,sidewalk,sidewalk,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,16822729,pavement,pavement,sidewalk,sidewalk,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,15323678,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,18401980,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,1913155,on left,on left,parking lot,parking lot,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,13855929,boy,boy,people,people,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,09693113,red,red,orange,orange,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,01859323,cabinet,cabinet,cupboard,cupboard,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,18481691,cup,cup,glasses,glasses,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,12636529,grass,grass,plain,plain,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,12636528,field,field,plain,plain,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,06148681,P Markets P Other,p markets p other,street sign,street sign,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,06148680,sign,sign,street sign,street sign,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,17890457,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,04173890,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,15260663,train,train,train car,train car,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,08724906,white,white,orange,orange,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,01420935,ski poles,ski poles,pole,pole,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,01420934,ski poles,ski poles,pole,pole,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,0459333,desk,desk,table,table,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,0459334,desk,desk,table,table,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,0395278,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,00523904,train station,train station,station,station,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,15606014,black,black,pink,pink,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,00523903,train station,train station,station,station,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,13356818,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,1813329,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,02138030,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,12589740,sign,sign,street sign,street sign,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,08858518,pancake,pancake,pancakes,pancakes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,11411531,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,08858512,pancake,pancake,pancakes,pancakes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,17519754,engine,engine,locomotive,locomotive,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,02665172,boat,boat,canoe,canoe,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,02665174,boat,boat,canoe,canoe,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,11629358,surfboard,surfboard,camera,camera,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,18349018,field,field,pasture,pasture,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,18192074,beige,beige,khaki,khaki,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,06582956,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,1775646,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,10331402,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,13613713,right,right,left,left,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,06347110,pizza,pizza,onions,onions,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,06347111,peppers,peppers,onions,onions,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,05282268,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,171049390,plate,plate,bread box,bread box,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,05907205,ottoman,ottoman,coffee table,coffee table,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,05907207,ottoman,ottoman,coffee table,coffee table,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,05907206,ottoman,ottoman,coffee table,coffee table,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,13455054,cabinet,cabinet,drawer,drawer,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,09476429,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,171031170,full,full,empty,empty,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,1829827,right,right,left,left,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,00277761,bicycle,bicycle,bike,bike,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,03466120,dotted,dotted,striped,striped,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,02428391,sunny,sunny,clear,clear,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,1321832,cupcake,cupcake,cookies,cookies,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,08791530,shorts,shorts,sneakers,sneakers,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,08643674,street scene,street scene,road,road,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,01226162,road,road,pavement,pavement,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,03945987,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,11705481,glass,glass,plastic,plastic,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,00155984,cabinet,cabinet,drawer,drawer,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,15582182,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,15483046,white,white,black,black,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,07194926,bananas,bananas,banana,banana,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,15143937,fence,fence,roof,roof,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,13430700,no,no,yes,yes,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,18583211,hat,hat,jeans,jeans,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,13430706,sandwich,sandwich,fries,fries,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,13430707,sandwich,sandwich,fries,fries,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,07124745,people,people,woman,woman,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,06699198,desk,desk,computer desk,computer desk,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,14908237,tracks,tracks,tree,tree,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,00143871,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,06699192,desk,desk,computer desk,computer desk,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,06699193,desk,desk,computer desk,computer desk,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,19474896,ski poles,ski poles,pole,pole,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,06699195,desk,desk,computer desk,computer desk,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,16753814,cat,cat,cats,cats,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,02698304,right,right,left,left,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,02207937,boy,boy,man,man,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,14738495,woman,woman,people,people,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,08243951,rice,rice,soup,soup,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,13113068,desk,desk,chair,chair,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,0276910,cabinet,cabinet,couch,couch,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,03304028,bare,bare,rocky,rocky,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,01297594,yes,yes,no,no,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,05383060,candle,candle,glasses,glasses,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,14550330,tea,tea,coffee,coffee,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,12451155,boy,boy,player,player,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,05738468,green bean,green bean,beans,beans,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,0127249,train,train,pole,pole,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,0127248,train,train,pole,pole,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,04978655,desk,desk,table,table,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,0127240,car,car,train,train,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,19621613,green,green,blue,blue,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,07386442,restaurant,restaurant,tree,tree,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,07386443,restaurant,restaurant,tree,tree,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,09802147,men,men,boys,boys,false,stop,,incorrect
GQA,qwen3vl8b_GQA_val_balanced_limit5000_len65536_maxtok128_raw.jsonl,16417518,nothing,nothing,bottles,bottles,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,449,B,B,A,A,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,480,A,A,B,B,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,285,C,C,A,A,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,406,C,C,A,A,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1104,C,C,B,B,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1107,A. same,A,B,B,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1113,B,B,A,A,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1116,B,B,A,A,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1128,C,C,B,B,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1195,D,D,A,A,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1204,B,B,A,A,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1205,B,B,A,A,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1208,B,B,C,C,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1209,B,B,A,A,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1211,C,C,B,B,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1213,C,C,A,A,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1217,D,D,A,A,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1221,A,A,D,D,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1224,B,B,C,C,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1226,B,B,A,A,false,stop,,incorrect
MMBench,qwen3vl8b_MMBench_dev_len65536_maxtok256_raw.jsonl,1227,A,A,B,B,false,stop,,incorrect
